City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
128,Carroll,US,2022-12-30 16:04:54,39.5501,-77.0164,54.77,61,10,1.99
129,Ust-Kuyga,RU,2022-12-30 16:04:54,70.0167,135.6,-38.67,100,100,8.52
130,Tekkali,IN,2022-12-30 16:00:28,18.6167,84.2333,70.23,85,0,1.63
131,Tommot,RU,2022-12-30 16:04:55,58.9564,126.2925,-15.75,96,100,8.19
132,Komatsu,JP,2022-12-30 16:04:55,36.4026,136.4509,35.83,80,90,3.06
133,Padang,ID,2022-12-30 16:04:55,-0.9492,100.3543,71.65,94,100,4.85
134,Zhangye,CN,2022-12-30 16:04:56,38.9342,100.4517,21.25,32,13,6.53
135,Lebu,CL,2022-12-30 16:04:56,-37.6167,-73.65,64.06,65,0,21.92
136,Barrow,US,2022-12-30 16:00:07,71.2906,-156.7887,-6.21,96,99,9.86
137,Imbituba,BR,2022-12-30 16:04:57,-28.24,-48.6703,82.85,62,0,15.93
138,Avarua,CK,2022-12-30 16:05:57,-21.2078,-159.775,78.85,89,75,5.75
139,Adur,IN,2022-12-30 16:05:57,9.1667,76.7333,72.79,81,20,1.86
140,Luderitz,NA,2022-12-30 16:05:58,-26.6481,15.1594,82.24,43,0,25.55
141,Kodiak,US,2022-12-30 16:05:58,57.79,-152.4072,35.11,69,0,8.05
142,Mayna,RU,2022-12-30 16:05:59,54.1135,47.6231,17.28,98,100,5.48
143,Verkhnevilyuysk,RU,2022-12-30 16:05:59,63.4453,120.3167,-7.53,96,100,7.31
144,Rosamorada,MX,2022-12-30 16:05:59,22.1222,-105.2058,74.57,47,31,2.51
145,Sergach,RU,2022-12-30 16:06:00,55.5308,45.4661,21.47,96,100,7.92
146,Doha,QA,2022-12-30 16:06:00,25.2867,51.5333,67.98,56,0,8.05
147,East London,ZA,2022-12-30 16:06:01,-33.0153,27.9116,67.91,58,88,12.68
148,Yar-Sale,RU,2022-12-30 16:06:01,66.8333,70.8333,-24.21,100,37,5.59
149,Ambikapur,IN,2022-12-30 16:06:01,23.1167,83.2,57.47,40,0,1.45
150,Ribeira Grande,PT,2022-12-30 16:06:02,38.5167,-28.7,59.4,72,75,25.32
151,Muramatsu,JP,2022-12-30 16:06:03,37.6833,139.1833,33.22,87,100,2.98
152,Port Hedland,AU,2022-12-30 16:01:17,-20.3167,118.5667,84.25,70,100,0.0
153,Khorixas,NA,2022-12-30 16:06:03,-20.3667,14.9667,85.32,37,91,16.75
154,Raudeberg,NO,2022-12-30 16:06:04,61.9875,5.1352,38.86,58,100,17.85
155,Aswan,EG,2022-12-30 16:06:04,24.0934,32.907,65.89,24,0,9.06
156,Bulancak,TR,2022-12-30 16:06:05,40.9372,38.2291,44.42,65,0,4.61
157,Olafsvik,IS,2022-12-30 16:06:05,64.8945,-23.7142,22.33,53,100,7.49
158,Karpathos,GR,2022-12-30 16:06:06,35.507,27.2132,61.66,71,46,5.5
159,Abay,KZ,2022-12-30 16:06:07,49.6311,72.8539,16.18,97,97,6.49
160,Xai-Xai,MZ,2022-12-30 16:06:07,-25.0519,33.6442,72.97,86,100,21.41
161,Stolin,BY,2022-12-30 16:06:07,51.8912,26.846,39.27,91,83,10.83
162,New Norfolk,AU,2022-12-30 16:06:08,-42.7826,147.0587,60.3,80,97,1.14
163,Mbanza-Ngungu,CD,2022-12-30 16:06:08,-5.25,14.8667,76.21,86,72,2.1
164,Kovur,IN,2022-12-30 16:06:09,14.4833,79.9833,74.59,78,1,5.28
165,Praia Da Vitoria,PT,2022-12-30 16:06:10,38.7333,-27.0667,56.75,90,99,20.71
166,Requena,ES,2022-12-30 16:06:10,39.4883,-1.1004,58.51,49,73,15.57
167,Poum,NC,2022-12-30 16:06:11,-20.2333,164.0167,80.08,80,7,13.4
168,Harper,LR,2022-12-30 16:06:11,4.375,-7.7169,84.18,65,72,11.12
169,Pacific Grove,US,2022-12-30 16:06:12,36.6177,-121.9166,58.66,92,100,8.99
170,Espanola,US,2022-12-30 16:06:12,35.9911,-106.0806,36.72,52,33,0.25
171,Kruisfontein,ZA,2022-12-30 16:06:13,-34.0033,24.7314,68.88,54,100,19.08
172,Zhezkazgan,KZ,2022-12-30 16:06:14,47.8043,67.7144,28.38,93,100,15.66
173,Nouadhibou,MR,2022-12-30 16:06:14,20.931,-17.0347,67.73,73,27,10.42
174,Cherskiy,RU,2022-12-30 16:06:15,68.75,161.3,-45.45,100,67,3.33
175,Mumford,GH,2022-12-30 16:06:15,5.2618,-0.759,83.1,64,18,11.01
176,Vuktyl,RU,2022-12-30 16:06:16,63.8567,57.3094,-15.75,99,61,2.46
177,Urumqi,CN,2022-12-30 16:06:16,43.801,87.6005,7.75,79,100,2.24
178,Savannah Bight,HN,2022-12-30 16:06:17,16.45,-85.85,79.03,77,0,16.15
179,Anda,CN,2022-12-30 16:06:18,46.4,125.3167,4.05,88,11,8.19
180,Obo,CF,2022-12-30 16:06:18,5.3998,26.4869,82.11,33,96,2.26
181,Arraial Do Cabo,BR,2022-12-30 16:06:18,-22.9661,-42.0278,69.66,100,100,14.97
182,Malindi,KE,2022-12-30 16:06:19,-3.2175,40.1191,79.81,78,94,10.67
183,Ziarat,PK,2022-12-30 16:07:19,30.3823,67.7282,32.9,42,0,6.67
184,Breves,BR,2022-12-30 16:07:20,-1.6822,-50.4803,81.9,75,100,4.45
185,Mar Del Plata,AR,2022-12-30 16:07:20,-38.0023,-57.5575,91.83,31,0,21.85
186,Kungurtug,RU,2022-12-30 16:07:20,50.5994,97.5228,-0.89,99,99,0.49
187,Chara,RU,2022-12-30 16:07:21,56.9064,118.2631,-8.05,95,100,2.04
188,Sinnamary,GF,2022-12-30 16:07:21,5.3833,-52.95,79.95,83,31,8.59
189,Notse,TG,2022-12-30 16:07:22,6.95,1.1667,95.41,12,56,4.03
190,Surat Thani,TH,2022-12-30 16:07:22,9.1667,99.25,74.57,83,71,8.52
191,Karia,NG,2022-12-30 16:07:23,11.7306,11.1629,79.23,14,56,9.28
192,Awjilah,LY,2022-12-30 16:07:23,29.1081,21.2869,61.48,49,62,8.66
193,Moindou,NC,2022-12-30 16:07:24,-21.6924,165.677,77.32,85,56,7.16
194,Isangel,VU,2022-12-30 16:07:24,-19.55,169.2667,80.38,83,75,16.22
195,Puerto Ayora,EC,2022-12-30 16:07:25,-0.7393,-90.3518,82.36,93,23,3.0
196,Kaman,IN,2022-12-30 16:07:25,27.65,77.2667,57.74,50,0,5.01
197,Saint-Joseph,RE,2022-12-30 16:07:26,-21.3667,55.6167,79.18,77,32,2.28
198,Grindavik,IS,2022-12-30 16:07:26,63.8424,-22.4338,12.67,79,40,2.3
199,Mangrol,IN,2022-12-30 16:07:27,21.1167,70.1167,72.12,64,0,11.61
200,Zeya,RU,2022-12-30 16:07:27,53.75,127.2667,-16.33,100,91,3.47
201,Los Llanos De Aridane,ES,2022-12-30 16:07:28,28.6585,-17.9182,73.15,47,20,14.97
202,Praia,CV,2022-12-30 16:07:28,14.9215,-23.5087,74.43,57,0,10.85
203,Tromso,NO,2022-12-30 16:07:29,69.6496,18.957,33.82,64,75,25.32
204,Urucui,BR,2022-12-30 16:07:29,-7.2294,-44.5561,87.96,53,63,2.35
205,Iquique,CL,2022-12-30 16:07:29,-20.2208,-70.1431,73.44,66,53,5.97
206,Great Yarmouth,GB,2022-12-30 16:07:30,52.6083,1.7305,54.5,81,100,28.7
207,Cape Town,ZA,2022-12-30 16:05:33,-33.9258,18.4232,85.12,47,0,13.0
208,Chapais,CA,2022-12-30 16:07:30,49.7834,-74.8492,35.38,100,100,11.59
209,Zheleznodorozhnyy,RU,2022-12-30 16:07:31,55.7503,38.0042,34.32,100,100,5.84
210,Solnechnyy,RU,2022-12-30 16:07:31,50.7214,136.6319,0.28,93,100,5.77
211,Mao,ES,2022-12-30 16:07:32,39.8885,4.2658,63.16,77,0,9.22
212,Port Shepstone,ZA,2022-12-30 16:07:32,-30.7414,30.455,68.88,64,100,7.43
213,Suez,EG,2022-12-30 16:07:32,29.9737,32.5263,61.27,59,0,7.67
214,Ihosy,MG,2022-12-30 16:07:33,-22.4,46.1167,76.8,65,60,2.84
215,Siilinjarvi,FI,2022-12-30 16:07:33,63.0833,27.6667,28.42,93,100,8.05
216,Kawalu,ID,2022-12-30 16:07:34,-7.3817,108.2082,72.25,95,77,3.02
217,Severnyy,RU,2022-12-30 16:07:34,50.677,36.5532,37.44,93,0,8.95
218,Fare,PF,2022-12-30 16:07:34,-16.7,-151.0167,80.17,76,11,14.12
219,Senj,HR,2022-12-30 16:07:35,44.9894,14.9058,56.16,84,100,8.75
220,Ust-Tsilma,RU,2022-12-30 16:07:35,65.441,52.1498,-3.66,96,94,5.55
221,Nelson Bay,AU,2022-12-30 16:07:36,-32.7167,152.15,70.0,95,24,11.99
222,Katsuura,JP,2022-12-30 16:07:36,35.1333,140.3,46.27,54,60,10.45
223,Cap Malheureux,MU,2022-12-30 16:07:37,-19.9842,57.6142,73.47,77,93,1.01
224,Beloha,MG,2022-12-30 16:07:37,-25.1667,45.05,80.51,58,0,9.37
225,Poindimie,NC,2022-12-30 16:07:37,-20.9333,165.3333,76.77,85,27,6.2
226,Dhidhdhoo,MV,2022-12-30 16:07:38,6.8833,73.1,81.03,74,4,14.76
227,San Patricio,US,2022-12-30 16:07:38,28.017,-97.5169,64.27,82,100,11.23
228,Thompson,CA,2022-12-30 16:07:38,55.7435,-97.8558,4.71,96,100,2.51
229,Kailua,US,2022-12-30 16:04:25,21.4022,-157.7394,72.45,87,31,9.17
230,Merauke,ID,2022-12-30 16:08:40,-8.4667,140.3333,79.48,85,100,10.13
231,Dingle,PH,2022-12-30 16:08:40,10.9995,122.6711,75.24,92,86,5.91
232,Bambous Virieux,MU,2022-12-30 16:08:42,-20.3428,57.7575,73.22,67,20,5.73
233,Coihaique,CL,2022-12-30 16:08:42,-45.5752,-72.0662,61.41,67,100,10.36
234,Zaraza,VE,2022-12-30 16:08:43,9.3503,-65.3245,91.4,40,7,5.75
235,Tutoia,BR,2022-12-30 16:08:43,-2.7619,-42.2744,84.09,68,56,13.24
236,Skibbereen,IE,2022-12-30 16:08:44,51.55,-9.2667,51.12,82,90,24.2
237,Tocopilla,CL,2022-12-30 16:08:44,-22.092,-70.1979,72.55,62,85,6.26
238,Kensington,AU,2022-12-30 16:06:30,-33.9167,151.2167,67.71,91,40,5.75
239,Pemangkat,ID,2022-12-30 16:08:45,1.1667,108.9667,77.86,80,100,10.65
240,Lazaro Cardenas,MX,2022-12-30 16:08:46,17.9583,-102.2,79.16,53,87,3.29
241,Cagliari,IT,2022-12-30 16:08:46,39.245,9.0912,63.95,75,0,9.22
242,Sorland,NO,2022-12-30 16:08:46,67.667,12.6934,39.49,75,100,27.72
243,Tevriz,RU,2022-12-30 16:08:47,57.509,72.4042,-21.68,100,63,3.04
244,Gat,IL,2022-12-30 16:08:47,31.61,34.7642,59.68,13,0,12.41
245,Srinagar,IN,2022-12-30 16:08:48,34.0833,74.8167,31.37,77,23,3.27
246,Krasnyy Chikoy,RU,2022-12-30 16:08:48,50.3643,108.7512,-6.34,100,81,3.27
247,Gamba,GA,2022-12-30 16:08:48,-2.65,10.0,81.18,77,48,5.35
248,Banda Aceh,ID,2022-12-30 16:08:49,5.5577,95.3222,75.25,83,100,8.63
249,Chudovo,RU,2022-12-30 16:08:49,59.1167,31.6833,34.43,99,100,7.09
250,Mahebourg,MU,2022-12-30 16:08:50,-20.4081,57.7,73.26,67,23,5.08
251,Pogradec,AL,2022-12-30 16:08:51,40.9025,20.6525,39.2,70,23,3.56
252,Bose,IT,2022-12-30 16:08:51,45.4612,8.0137,47.21,75,77,2.73
253,Guerrero Negro,MX,2022-12-30 16:08:52,27.9769,-114.0611,61.29,72,0,11.3
254,Mackay,AU,2022-12-30 16:08:52,-21.15,149.2,78.67,85,48,14.45
255,Airai,TL,2022-12-30 16:08:53,-8.9266,125.4092,61.3,95,100,6.85
256,Torbay,CA,2022-12-30 16:05:46,47.6666,-52.7314,27.88,77,82,7.0
257,Nago,JP,2022-12-30 16:08:55,26.5881,127.9761,61.23,86,100,22.44
258,Lady Lake,US,2022-12-30 16:08:55,28.9175,-81.9229,73.96,78,0,4.0
259,Caramay,PH,2022-12-30 16:08:56,10.1815,119.236,77.45,87,94,1.66
260,Constitucion,CL,2022-12-30 16:08:57,-35.3333,-72.4167,68.67,65,4,8.68
261,Vila,PT,2022-12-30 16:08:57,42.0304,-8.1588,50.88,95,100,12.3
262,Haines Junction,CA,2022-12-30 16:08:58,60.7522,-137.5108,-1.66,100,100,1.59
263,Kerchevskiy,RU,2022-12-30 16:08:58,59.946,56.2884,6.37,86,100,8.23
264,Yaan,NG,2022-12-30 16:08:58,7.3833,8.5667,91.83,13,46,7.78
265,Alofi,NU,2022-12-30 16:08:59,-19.0595,-169.9187,75.09,94,75,5.75
266,Loukhi,RU,2022-12-30 16:08:59,66.0764,33.0381,15.82,91,100,12.06
267,Zhigansk,RU,2022-12-30 16:09:00,66.7697,123.3711,-15.32,98,100,1.81
268,Balikpapan,ID,2022-12-30 16:09:00,-1.2675,116.8289,79.79,83,20,0.0
269,Victor Harbor,AU,2022-12-30 16:09:00,-35.5667,138.6167,63.0,82,9,8.86
270,Agadez,NE,2022-12-30 16:09:01,19.75,10.25,66.07,16,2,6.53
271,Smirnykh,RU,2022-12-30 16:09:01,49.75,142.8333,-2.43,95,11,4.88
272,Nicolas Bravo,MX,2022-12-30 16:09:02,18.45,-88.9167,80.47,71,35,6.89
273,Pevek,RU,2022-12-30 16:09:02,69.7008,170.3133,-35.48,100,53,2.28
274,Cockburn Town,TC,2022-12-30 16:09:02,21.4612,-71.1419,78.55,68,4,19.04
275,Jiangkou,CN,2022-12-30 16:09:03,25.4872,119.1986,54.59,76,84,16.11
276,Bengkulu,ID,2022-12-30 16:09:03,-3.8004,102.2655,75.22,86,100,11.16
277,Walvis Bay,NA,2022-12-30 16:10:04,-22.9575,14.5053,68.09,71,14,6.64
278,Wajima,JP,2022-12-30 16:10:04,37.4,136.9,43.02,72,99,9.82
279,Darhan,MN,2022-12-30 16:10:05,49.4867,105.9228,-4.05,99,99,3.33
280,Spearfish,US,2022-12-30 16:08:45,44.4908,-103.8594,34.21,53,0,5.01
281,Atasu,KZ,2022-12-30 16:10:06,48.6814,71.6433,15.64,97,100,5.93
282,Goderich,CA,2022-12-30 16:10:14,43.7501,-81.7165,49.91,96,100,20.0
283,Kokopo,PG,2022-12-30 16:10:12,-4.352,152.2633,76.44,84,100,5.61
284,Aksu,CN,2022-12-30 16:10:15,41.1231,80.2644,21.22,51,38,3.44
285,Bilibino,RU,2022-12-30 16:10:15,68.0546,166.4372,-33.43,99,19,3.53
286,Chardara,KZ,2022-12-30 16:10:15,41.2547,67.9692,44.46,58,100,7.83
287,Zarubino,RU,2022-12-30 16:10:16,42.63,131.0922,17.87,68,2,10.85
288,Paamiut,GL,2022-12-30 16:10:16,61.994,-49.6678,11.37,77,4,13.31
289,Panlaitan,PH,2022-12-30 16:10:17,12.1191,119.8486,80.92,79,93,8.79
290,Aklavik,CA,2022-12-30 16:10:17,68.2191,-135.0107,-3.19,98,100,7.18
291,Ranir Bazar,IN,2022-12-30 16:10:17,23.8333,91.3667,55.31,100,3,0.0
292,Tiarei,PF,2022-12-30 16:10:18,-17.5333,-149.3333,78.82,77,28,12.93
293,Rudbar,AF,2022-12-30 16:10:18,30.15,62.6,51.3,33,26,5.03
294,Colonia,DE,2022-12-30 16:09:15,50.9333,6.95,51.89,87,100,17.27
